id,title,organization,description,eligibility,funding_amount,deadline,category,location,source,source_url,opportunity_number,opportunity_type,posted_date,document_urls,scraped_at,created_at
87b4eb11-40a5-4cc6-b562-1437359b437e,Fertilizer Research and Education Program (FREP) Call for Proposals,CA Department of Food and Agriculture,"FREP is now accepting pre-proposals for projects that will begin in January 2027. Pre-proposals must focus on at least one of the priority areas listed below. Applicants are required to utilize the pre-proposal template (docx). Pre-proposals are due by 5:00 p.m. (PST) on Monday, April 27, 2026. Grant funding of up to $75,000 per year is available for outreach, education and training projects and up to $100,000 per year for research and demonstration projects. The maximum grant duration is three years. Requests for projects longer than three years or higher than the award ceiling will be considered on a case-by-case basis contingent on project needs. Projects leveraging other sources of funding are strongly encouraged. FREP does not support proprietary product development, testing or promotions.CDFA encourages projects that include demonstrable benefits for socially disadvantaged farmers and farm workers. Socially disadvantaged groups include those whose members have been subjected to racial, ethnic, or gender discrimination. Socially disadvantaged groups are defined in the Farmer Equity Act of 2017. This solicitation, as well as information about FREP activities and projects, is available by contacting FREP at FREP@cdfa.ca.gov or by visiting www.cdfa.ca.gov/go/FREP.","Business; Individual; Nonprofit; Other Legal Entity; Public Agency; Tribal Government; Pre-proposals must focus on at least one of the priority areas listed in the Request for Proposals call available on FREP grant page. Applicants are required to utilize the pre-proposal template (docx). Pre-proposals are due by 5:00 p.m. (PST) on Monday, April 27, 2026. FREP does not support proprietary product development, testing or promotions.","$700,000",2026-04-27 17:00:00,Agriculture,California - Projects must be related to irrigation and nutrient management practices in California.,California Grants Portal,https://www.cdfa.ca.gov/is/ffldrs/frep/pdfs/2026_FREP_Request_for_Pre-Proposals.pdf,164742,grant,2026-04-16 23:00:00,,2026-04-26 08:21:32.605886,2026-04-26 08:21:32.605886
880884c1-3a5b-4872-98fe-46a78f3248c9,Rail Industrial Access Grant (RIA),Department of Rail and Public Transportation,"The rail industrial access grant is a one time incentive to expand service into a business or industry. Projects shall be awarded based on a 70/30 split (70% Department with 30% grantee match) funded by State money up to $750,000. Eligible Project Elements are: Engineering Site preparation Track construction Track rehabilitation Track Improvement Environmental mitigation Mainline railroad switch Eligible Recipients are: Business, Commercial, or Industrial Enterprises Municipal and County Governments acting on behalf of a Business, Commercial or Industrial Enterprises Local Departments of Economic Development acting on behalf of Enterprises Railroads

Attachments","Project Elements are:
Engineering
Site preparation
Track construction
Track rehabilitation
Track Improvement
Environmental mitigation
Mainline railroad switch",No Limit - No Limit,,General,Virginia,Virginia DRPT Grants,https://grants.drpt.virginia.gov/viewStorefrontOpportunity.do?OIDString=1684338697951|Opportunity,1,grant,2025-06-10 15:27:00,https://grants.drpt.virginia.gov/fileDownload.do?filename=1758117181821_FinalDraft_Rail_Programs_Agreement_Template_Merged.pdf https://grants.drpt.virginia.gov/fileDownload.do?filename=1746105037775_Teal_Book_RailGuidance_October24.pdf https://grants.drpt.virginia.gov/fileDownload.do?filename=1687529901741_VA+Substitute+Form+W-9++++12-2022.pdf,2026-04-26 10:10:25.533783,2026-04-26 10:10:25.533783
8928d33f-3695-4771-837f-c1ef32aac2ad,*UPDATED* Gravity Separator - 131-26,State of New Hampshire,"Bids in New Hampshire | New Hampshire Bid Network provides construction bids and government bids for New Hampshire projects - Bid Opportunities Search Opportunities User login is required to use this feature. Register here Browse Opportunities Browse by County and Buyer (login now required) *UPDATED* Gravity Separator - 131-26 Login for complete opportunity report. Added/Updated: 04/25/26 Solicitation Title: *UPDATED* Gravity Separator - 131-26 Scope: Supply of one lab pressure gravity separator. Login to view file attachments Click HERE to receive filtered opportunity reports by email with a monthly subscription. Click HERE for a list of our other web sites Contact us if you like to have a single PDF file with each report send in your email each day. Bids in New Hampshire | New Hampshire Bid Network provides construction bids and government bids for New Hampshire projects - News, Informations, and Entries Classified Ads WBE Supply, Inc. For All Your Supply Needs Certified woman-owned, small business Commercial Power Washing OTR & Truck Tires & Wheels--Nationwide Electrical Equipment Supplier - Engineering Services, Design Build UPS & Battery Systems for Critical Load Applications More New Hampshire Bid Network Free Classified Ads >> Bid Results Bid, Tender, RFP Results Following are some of the many bid and tender results, bid tabulations, low bidder, contract award and other market intelligence that our members enjoy. Click on the listings below for more details. Login to view the full list . Dewcon, Inc. Low Bidder on CIP 84 Water Main Cleaning & Lining Project, School Street in New Hampshire at $634,429.00 USD PS&E Low Bidder on Griffin Mill Road Bridge Replacement Project in New Hampshire at $1,039,308.00 USD Lewis Builders Development Inc Low Bidder on Southern NH Regional Water Improvements - Contract D5 - Old Derry Road BPS in New Hampshire at $3,990,000.00 USD J T's Landscaping & Lawn Care Low Bidder on Eldridge Park Water Service (RFP) in New Hampshire at ",,,,General,New Hampshire,New Hampshire Procurement,https://www.newhampshirebids.com/bid_opportunities/2026/04/26/14770443-gravity-separator---131-26.html,,rfp,2026-04-25 00:00:00,,2026-04-26 09:22:56.339832,2026-04-26 09:22:56.339832
898d18a9-6c18-4f8d-993c-53911231c4af,Road Improvement and Upgrades,Alaska DCRA - MATANUSKA-SUSITNA BOROUGH,"Recipient: MATANUSKA-SUSITNA BOROUGH; Type: Legislative; Status: Active; Administrator: Tracie McMillan; Remaining: $431,192.77 of $750,000.00","Legislative grant — eligible Alaska municipalities, nonprofits, and community organizations as designated by the Legislature","$750,000.00",2029-06-30 08:00:00,General,Alaska - Matanuska-Susitna Borough,Alaska DCRA Grants,https://experience.arcgis.com/experience/d7158093678a4339a6c16357ae544b91#grant=25DC036,25DC036,grant,2024-07-01 08:00:00,https://experience.arcgis.com/experience/d7158093678a4339a6c16357ae544b91#grant=25DC036,2026-04-26 08:15:53.547495,2026-04-26 08:15:53.547495
8a85dc41-9ee6-4bdc-9295-2541a426fa6e,Advancing Nutrition-Related Research across the Lifespan,United States Department of Health and Human Services Catego,"Due Date 4/27/2026 Title Advancing Nutrition-Related Research across the Lifespan Status Forecasted Funding Amount Not Specified Agency United States Department of Health and Human Services Categories The purpose of this notice is to inform the research community that the National Institute of Nursing Research (NINR), with other NIH Institutes, Centers, and Offices (ICOs) listed above, intends to publish a notice of funding opportunity (NOFO) to solicit applications for research on Advancing Nut","Applicants:
Native American tribal governments (Federally recognized)
Small businesses
Public housing authorities/Indian housing authorities
Independent school districts
For profit organizations other than small businesses
County governments
Public and State controlled institutions of higher education
State governments
Private institutions of higher education
Native American tribal organizations (other than Federally recognized tribal governments)
Nonprofits having a 501(c)(3) status with the IRS, other than institutions of higher education
Show More
Apply with Confidence
Our partners at Syncurrent help local governments move from searching to applying. Confirm eligibility, access funding documents, and begin building a complete application in a single secure platform.
Explore Syncurrent
The MI Funding Hub is a joint venture of The Michigan Municipal League and The Michigan Department of Labor and Economic Opportunity.
Michigan Municipal League
1675 Green Road
Ann Arbor, MI 48105
Conta",,2026-04-27 00:00:00,Research,Michigan,Michigan Funding Hub,https://mifundinghub.org/funding-opportunities/?grant=10562,,grant,,https://www.grants.gov/search-results-detail/358896,2026-04-26 09:00:53.968619,2026-04-26 09:00:53.968619
8aff0c9f-a7b7-4655-9ac9-9e58ee3034ac,OPD Contract Attorney,State of Montana,Type: RFP/RFQ; Status: Awarded; Contact: Brett Schandelson (Brett.Schandelson@mt.gov),"Required to View Event 
Prerequisites
  Required to Enter Bid 
 1.Please review the attached document.  Should you be approved as an OPD contractor, this document will 
become your MOU.
 2.Please review the documents linked below.",,2099-08-28 00:00:00,General,Montana,Montana eMACS,https://app01.jaggaer.com/apps/Router/ViewSourcingEvent?AuthToken=1%3AAES2%23CAXeTHkvCc%2FHQ0VddMdK%2FzMb9IFL9pVI5MovuWSmJtBZ6Q6H8xwAhHjeAApB5Bhf3RcvtLzcaLWYMW9MoBAjPV3IoZ7WHBbuU9uvDD7KOPUZyX6fuBSVBcCy1hoVGLJGSowfiYE4PjhW3wp9AewEAlXx%2BQe8pQqfiw%3D%3D&tmstmp=1777194693295,OPD-RFP/RFQ-2019-0002,rfp,2018-08-28 00:00:00,https://solutions-selectsite-documents.s3.amazonaws.com/Sourcingevent/645067-event.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEOH%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJIMEYCIQCW%2BTLxWOi3VaXl1ILwHOSTLT7eL0pDA0iit4IUd5BDigIhAORRGiCHvFcG4KV%2FRz34hHC92D3yB%2BVPJuBaPPAMbQq7KsEFCKn%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEQABoMMjgwMjYyNzQ0NjI4IgwwCDC5ZJxDbGFATKkqlQXG%2BxQc4X4IuVJxaRncoHX9mfDU74uZwnMoN6Kl%2Bz%2Fv3mV2OCE6S157sJwyWfQoLJMQ3gItSktj3tuLXKh5OHFA6UfNow1jZJeZqrl8b%2FDzlH10UXdWI706%2Fe9SA5Md1%2BS9mJ0o6KwNdln6N0kLdO0VpwPNysDB0gasJrBIpJmfkepglMlXcpC%2FXgRqA9Asqlt%2BsiS9mfWnzkkxsBUFusJUGKPDSLaUK52cdE5BpjdlNk7X%2B%2FimFQ9F6d%2BQ3mpZIBYno9c4KOLc7u8qIYibk4hb6g7G2Q7ijQ6bK%2FrgNsmB3uK6SlyM8UPLFuWeOQ7ZIENz5Z5pyZYLcUBxpKKtS0nyBF4CPcMfiTA02eO8fw8Hz8iszSXKlMJKRiy501%2Bvz5hGkKxXRIBCuSUqW43tzbEZhZWj13kNn1tr5CdmuQuq0pKuI%2B2HOewz7IgWMVOyS3ZdXDSCdBixXC5EbUPi2zJFL76WlChPpvTdgIFexUdWXhmpnfx4w%2Bjqh%2FsbpYdYjF85gIJ%2BosNrAVwPRy%2BegMel6f09um96QNLJG89VIx90Zu4E%2BItubXU3PHcvt4F0o4FrKoCzhJG5uSOeW0ER1ihcnI6uijIz9aW6xi6g1ikGqwTiEDDt9ejZofH5Tw34X%2BzCTAOTGk0goncvbJ1idXxfQ6Y7Rv3%2FJHXE4TiIwG1oHDQz4THR32ohqIl%2BHmbYSk%2FrK8hq%2B0yZ5Is0l1PJxeCRvMqVrUvDYTisrZcbZXCL4%2BqlopHU4Z0eVxKLENyeZNqAUtaX2NO9zJLO7O3NjmlPukCwj3aMEigQhVZrdLoAuG6Bbv9yR0rsYds5nw8cYQt0o1yuaEAdfKboA9K8f5OB67OzPsTHpbcPFjHQvGCnCCNYB61WMIWUt88GOrAB0r157EWIpLNyaOx2esw8eTz5mrRKFLK9EVMz1%2Bf8Zh6ZNR6zt8UARA%2B8EFcB3%2BFicJ2OTSEMDtpaBjimWTIX5jTKzzavbAry9bx6Djqn4l7ksALh82SL8Xe4guFbsr3YYBnQsHOn8hKoFc7P%2BZAIS968a2A%2B%2F5RF0xc10iD%2FmbAawWtio5MoqWSKPjqAFKeYQxfa%2BEJIO%2FwvA7%2FcMj%2FcbsuSAMLum610tyR1cqkvkUA%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260426T091133Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Credential=ASIAUCQHWDI2L5DTEYSZ%2F20260426%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=0e286cd1a193ebf93ce6ad4181213c7bfa8d644bdc34b1cc48a4e7439b17849d https://spb.mt.gov/_docs/eMACSResources/Vendor_Registration_Handbook.pdf,2026-04-26 09:17:31.731902,2026-04-26 09:17:31.731902
8b7bf91c-cb29-4e20-8e3f-8c513005bf14,Last Mile Infrastructure Grant,Commonwealth of Massachusetts,The Last Mile Infrastructure Grant program provides funding for eligible towns for municipally-owned broadband networks.,,,,Infrastructure,Massachusetts,Massachusetts Community Grant Finder,https://www.mass.gov/info-details/last-mile-infrastructure-grant---unpublished,last-mile-infrastructure-grant---unpublished,grant,,,2026-04-26 08:55:37.935869,2026-04-26 08:55:37.935869
8bab3a22-0f3c-4c66-be0b-33fcc55e09d4,California Services to Science Academy (CSSA) Cohort 2.0: Technical Support and Assistance for Promising and Innovative Prevention Programs,Department of Health Care Services,"The CSSA is a Department of Health Care Services (DHCS) program that provides an opportunity for primary prevention providers who are delivering locally developed and innovative substance use disorder (SUD) prevention interventions to generate evidence as either practices or case studies of intervention implementation or adaptation to serve as a resource on the Substance Use Prevention Evidence-Based Resource (SUPER) website for other prevention providers across the state. The CSSA Cohort 2.0 will support prevention providers seeking to generate and demonstrate credible evidence of effectiveness for locally developed and innovative prevention activities, with the goal of increasing the number of effective interventions to be featured on the SUPER website, thus strengthening prevention providers’ ability to address SUDs and behavioral health-related challenges across diverse communities. CSSA Cohort 2.0, managed by the University of California, Los Angeles Integrated Substance Use & Addiction Programs (UCLA-ISAP) will work with grantees to craft individualized, site-specific evaluation plans to help generate evidence of intervention impact. Additionally, there will be optional pre-planning meetings with each grantee site to review general evaluation strategies and skills and develop plans for training and technical assistance through monthly individual and group sessions to support grantees with customized feedback for ongoing data collection and reporting. Grantees will be expected to participate in mandatory ongoing evaluation training and technical assistance through monthly Learning Collaboratives, group sessions, individual check-ins, and coaching calls. Selected grantees will receive funding up to $102,500 per organization to be used to plan and implement individualized evaluation activities of the CSSA Cohort 2.0 across California. The project period is December 1, 2026 through March 1, 2028 (15-months). All eligible youth-serving non-profit community or tribal organizations, or counties must submit their completed applications online via a Qualtrics form embedded on the SUPER website no later than 5:00 p.m. Pacific Daylight Time (PDT) on May 29, 2026.","Nonprofit; Public Agency; Tribal Government; Non-profits, tribal governments, and public agencies providing SUD prevention services in California are eligible. Applicants must serve youth, young adults, or families and demonstrate capacity for equitable, community‑based prevention. Priority goes to organizations serving under‑resourced or marginalized communities.","$820,000",2026-05-29 17:00:00,Disadvantaged Communities; Health & Human Services,California - Statewide. Must be located in California and service California.,California Grants Portal,https://super.ucla.edu/wp-content/uploads/2026/04/UCLA-CSSA-Cohort-2.0-RFA-Final-ADA.pdf,164004,grant,2026-04-17 07:00:00,,2026-04-26 08:21:23.181009,2026-04-26 08:21:23.181009
8d37c21d-b9aa-4763-b8be-1e1ea6036050,Waterfall Creek Hydro Debt Forgiveness,Alaska DCRA - CITY OF KING COVE,"Recipient: CITY OF KING COVE; Type: Legislative; Status: Active; Administrator: Kasey Bezold; Remaining: $600,000.00 of $600,000.00","Legislative grant — eligible Alaska municipalities, nonprofits, and community organizations as designated by the Legislature","$600,000.00",2029-06-30 08:00:00,General,Alaska - King Cove,Alaska DCRA Grants,https://experience.arcgis.com/experience/d7158093678a4339a6c16357ae544b91#grant=25DC034,25DC034,grant,2024-07-01 08:00:00,https://experience.arcgis.com/experience/d7158093678a4339a6c16357ae544b91#grant=25DC034,2026-04-26 08:16:09.326869,2026-04-26 08:16:09.326869
8d470054-6470-40b1-b303-cd9e436935f5,Southeast Psychiatric Treatment Center At Norrist,"Department of Human Services ""prior DPW""","This PROJECT IS A STANDARD LOW BID PROJECT and includes GENERAL, HVAC, PLUMBING AND ELECTRICAL CONSTRUCTION.
PROJECT TITLE: Southeast Psychiatric Treatment Center at Norristown State Hospital
ESTIMATED RANGE:
.1A - Site Work – $22,000,000 - $23,000,000
.1B - Structural Steel – $20,000,000 - $21,000,000
.1C – Concrete – $14,000,000 - $15,000,000
.1D - Masonry/Stone – $12,000,000 - $13,000,000
.1E - Exterior Glass/Glazing – $17,000,000 - $18,000,000
.1F - Flooring – $3,000,000 - $4,000,000
.2 - HVAC – $50,000,000 - $51,000,000
.2A - Sheet Metal – $26,000,000 - $27,000,000
.3 - Plumbing – $22,000,000 - $23,000,000
.4 - Electrical – $61,000,000 - $62,000,000
.4A - Site Electrical – $10,000,000 - $11,000,000
.5 - Fire Protection – $6,000,000 - $7,000,000
.6 - Elevator – $2,000,000 - $3,000,000
LIQUIDATED DAMAGES = (.1A) $7,000 per day, (.1B) $7,000 per day, (.1C) $5,000 per day,
(.1D) $5,000 per day, (.1E) $6,000 per day, (.1F) $2,000 per day, (.2) $12,500 per day,
(.2A) $8,000 per day, (.3) $7,000 per day, (.4) $13,000 per day, (.4A) $5,000 per day, (.5) $3,000 per day, (.6) $1,500 per day,
There is no Bid Guaranty required for this Project.
DATE FOR RECEIVING BIDS IS TUESDAY, JUNE 16, 2026, AT 11:00 A.M.
The Pre-Bid Conference will take place on Thursday, May 14, 2026, at Norristown State Hospital, Building 33, 1501 Sterigere Street West Norriton PA 19403, West Norriton Township at:
• 9:00 AM  Construction Contracts .1A, .2, .2A, .3, .4, .4A & .5
• 12:00 PM Construction Contracts .1B, .1C, .1D, .1E, .1F & .6
The Department of General Services Capital Programs and the Bureau of Diversity, Inclusion and Small Business Opportunities (BDISBO) identified this procurement as eligible for the setting of Small Diverse Business (SDB) and/or Veteran Business Enterprise (VBE) participation goals.  However, BDISBO did not set SDB and/or VBE participation goals for those procurements that are less than the $600,000 threshold required to set either goal.  In addition, there will be ",Open to any vendor registered on the PA Supplier Portal / PA eMarketplace. See solicitation documents for any solicitation-specific qualifications.,,2026-06-16 11:00:00,Healthcare,Pennsylvania,Pennsylvania eMarketplace,https://www.emarketplace.state.pa.us/Solicitations.aspx?SID=DGS C-0509-0040 Phase 1,DGS C-0509-0040 Phase 1,bid,2026-04-24 00:00:00,https://www.emarketplace.state.pa.us/FileDownload.aspx?file=DGS C-0509-0040 Phase 1/Solicitation_0.docx&OriginalFileName=509-0040 Phase 1 - Low Bidder Additional Informational Flyer.docx,2026-04-26 09:53:16.832367,2026-04-26 09:53:16.832367
